temperature,ambiant_temperature,kilowatts,oxygen_level,nitrogen_level,carbon_dioxide_level,humidity_level,fan_1,vent_2
7.76950667,20.08022304,0.97540954,2,3,20.20750282,76.39565226,62.10914325,5.25428869
7.67405629,20.25408443,1.23897432,2,6,20.85936174,79.06847626,59.45612811,4.66944767
6.52052798,17.62301638,0.73381913,2,5,21.15373654,80.22428856,60.41943364,4.47555996
6.77798866,18.478807,2.54629555,2,6,22.31663204,78.51653993,60.46332551,3.48567238
6.06801144,18.87315242,2.09315956,2,6,21.1925359,78.46896313,58.30152494,5.65256393
5.3099179,21.23229274,2.78096865,2,6,20.16658441,77.53950956,59.0500052,4.85848053
6.12609563,21.20244631,0.98668837,2,6,20.14584999,76.62579265,59.79928862,6.5049285
7.17420164,20.34618233,3.03329912,2,4,20.91123252,75.93658151,60.45384462,2.11872484
5.64376229,18.97980288,0.7050213,2,5,20.70949815,75.88023532,60.32075505,2.97644362
5.05418104,22.12714815,1.6116377,2,5,22.41273478,78.49106196,59.69784047,3.57405817
5.3954113,19.02737433,3.56948325,2,4,20.75954508,79.02316798,61.42873664,5.19578983
8.05306718,20.94273843,1.74153043,2,3,23.16513576,78.15853682,60.27035069,5.06093635
5.06963851,18.29984295,2.81188226,2,6,21.67149511,77.17460832,60.49374926,3.28767358
6.16374521,20.20507634,2.7712717,2,3,20.5662846,76.44772839,59.27250739,3.09241459
5.60951165,20.90368815,2.18252466,2,6,20.71654228,77.45945173,61.1867384,4.28738686
7.40354254,18.76506813,3.32926438,2,6,21.85026494,78.12070008,60.08670735,4.36455046
3.16679723,19.39080921,1.57113369,1,6,22.39114459,78.57165186,37.23478726,3.65591346
3.25512811,18.90620152,2.58009595,1,6,20.93914561,79.14681776,41.2402322,4.23543317
3.68252423,20.48155649,2.45994244,1,5,19.61854834,77.76833559,40.26385999,4.51875444
3.15812483,20.07713226,1.64692032,1,5,21.63583348,76.32227427,41.77050632,4.2248634
4.35056076,21.54021602,3.76220885,1,5,20.10131798,76.87855017,40.26450229,3.63526104
3.76492834,20.06433707,2.63923522,1,5,21.63365384,77.73924278,40.99011256,2.28835468
3.84599781,19.48840442,2.80837014,1,4,20.31317664,77.62952519,40.09695994,13.35724694
3.19539891,19.61448956,3.27718508,1,6,20.05013116,77.13973245,39.9109163,4.39647268
3.63397852,20.25872196,4.41534099,1,6,20.66986089,78.65807603,41.00160638,5.25428412
1.76502007,21.39789171,3.06573186,1,5,21.66677705,78.76693421,40.90122745,16.23834171
6.96927327,20.46466502,4.48764856,2,4,21.59518729,77.49769169,59.59007708,5.43667441
5.56418448,20.52459583,3.19965118,2,6,21.76689761,76.72190576,60.43987778,3.61152356
5.95632329,22.0615971,2.7332289,2,5,20.8580917,77.19201293,60.45963542,3.50700902
5.07188983,20.52031606,2.25150748,2,4,22.20797116,77.18475807,59.0707243,3.10010666
7.73502374,19.19388522,2.92162093,2,4,20.17620044,78.07195491,61.58449787,5.06306357
2.97893124,18.58713235,1.33320513,2,4,22.72601914,79.68074463,57.76708418,4.70245164
6.80862417,19.7452795,1.34459486,2,6,13.13550606,77.42419605,59.62542993,5.27349007
5.6798269,20.23713613,0.61122158,2,4,21.76768372,78.93958391,61.72412723,4.3082899
7.07401903,20.12027883,2.29998079,2,4,10.25299487,78.48265192,60.9366046,4.05259515
6.87260075,20.37078658,1.97388244,2,5,22.98642991,78.20784372,59.38006972,3.9747009
4.9509494,20.54148332,3.25622114,1,4,21.04990813,77.91312611,39.0060969,4.77278938
4.51246978,18.55342951,3.15612184,1,4,19.5271609,77.46227923,40.56038424,3.4175157
4.29134247,18.7425003,3.11830023,1,6,22.21821265,76.67086679,41.20067374,3.11967532
4.671739,19.97425167,1.96091451,1,6,21.35321386,75.88483347,40.49826726,4.89238551
5.3179964,18.17128486,2.19589451,1,5,22.65425978,78.269699,40.69130925,3.20743661
3.55354695,19.26998849,2.49371827,1,3,22.53187141,78.32282919,38.45756063,6.21591863
3.5495468,21.00978007,1.58079698,1,6,22.14575442,76.42690759,40.26113088,4.54986031
4.99324029,20.50291397,1.76708991,1,5,19.17044347,77.79760694,39.08461515,3.98173363
4.49482715,19.18280126,3.14532582,1,5,20.93403965,77.56314781,38.26792766,2.8478898
3.40254235,19.75803329,1.18362513,1,5,21.50599682,78.00919238,40.97458316,4.6680926
4.23195374,19.5554971,2.50197654,1,3,20.70551312,76.49311982,39.97040028,4.60710275
4.34823504,20.63724246,3.20591104,1,5,21.57164945,79.43529194,37.52596022,5.67735384
3.86173695,19.59255404,3.69398988,1,3,21.6197829,76.39303254,40.09711126,2.11151705
4.69907891,20.26488237,3.28201298,1,4,21.00268723,77.55074521,41.04493527,3.86889982
5.39216122,20.73539962,3.57293247,1,4,19.09999244,77.49461861,41.29608765,4.34536547
2.97937629,21.29578191,3.69998178,1,4,19.90576844,78.44736747,40.23607426,3.63062165
2.41751884,18.11063276,1.24683976,1,3,20.52117085,78.2511422,40.05863679,2.77758082
3.87931492,19.75463852,2.61508697,1,6,21.36141504,75.44934756,42.74153965,2.11740371
4.77584886,19.89562489,4.4177543,1,3,20.73503978,75.60422105,40.66261523,3.20077823
3.26798025,21.0793422,3.18763362,1,3,21.2320505,77.62526042,39.1914921,4.8159125
6.2423974,19.42137889,3.01542361,1,5,19.77413172,78.3434237,39.91379651,3.57317032
3.81862546,20.77050423,2.17246365,1,3,20.25827264,77.7787664,38.99030004,4.71002283
4.93711448,19.67927151,2.53973968,1,3,19.97273124,77.22407093,40.2994937,4.35854498
4.22992273,18.60431006,3.1083593,1,5,20.26167121,79.98190361,40.62970273,5.65905484
4.73130686,21.07418267,1.93804767,1,4,20.35952018,77.72112075,40.21600767,4.68430858
3.46319522,19.68165247,3.07938145,1,3,21.21398205,77.39696822,39.71360902,3.34228811
3.51031631,20.08460932,3.44291704,1,3,20.11408112,80.1111274,41.15021118,2.05546972
3.66113881,18.30946579,2.42295272,1,6,21.7705015,78.78491483,38.83483672,3.46632619
4.30669013,19.01812472,1.29824976,1,5,22.28123153,78.9420444,39.9780294,4.02188954
4.66853075,18.59613363,2.20502289,1,5,21.75815901,77.51769328,40.48089305,2.94812091
4.2773678,19.46853224,3.851551,1,4,21.59255582,77.85051296,40.14147699,4.15557411
4.28929119,19.98192795,3.14781238,1,4,21.11030567,77.76106028,40.67629045,3.24717697
4.64789175,20.39545616,2.68815909,1,3,19.65826823,78.96770388,41.74403137,3.03164475
3.65911035,19.06081266,1.80917618,1,4,22.36657308,77.11918195,38.94462669,3.70038151
3.61664895,19.59735225,3.11295155,1,5,21.51272285,78.01387227,38.24424737,4.76180107
5.00311703,19.64395965,3.7648021,1,6,22.68631143,78.52721953,40.41755445,3.47383003
4.89492862,19.53301409,4.5389498,1,5,19.62493804,77.08836635,38.14709273,3.24461901
4.11182499,20.37736074,1.92358623,1,5,22.93993993,78.9177299,40.3111128,3.25238907
2.72695461,18.57405041,1.41942673,1,6,20.45167942,80.73667429,40.59239197,6.07045468
3.3067945,20.14923261,1.73008575,1,6,22.63364929,77.6694984,40.47550652,4.32354873
3.61899873,19.03619016,2.07851318,1,4,21.80624058,77.00065189,38.61598773,4.37568854
7.34901194,18.97402139,3.75264949,1,6,21.98776456,78.42165459,38.57153158,5.08198592
5.16270358,18.95558229,3.5488122,1,5,20.11449687,77.61756907,40.28043424,4.60322833
4.84718088,20.46678429,1.69171914,1,5,21.05036375,77.47920669,39.51752396,3.92155585
3.68840308,19.73423445,3.0644258,1,5,21.85937275,78.15487283,40.85046884,4.64938218
4.32946924,20.30190409,2.94350988,1,6,20.7420954,78.55308418,39.73108473,4.18721193
2.45281442,18.69991374,2.83520954,1,3,21.07306292,78.01441683,38.34353848,5.44238634
6.35886119,19.67368114,3.82390439,1,6,20.56430635,77.54404127,40.25447365,3.85860696
1.6274084,18.82494801,1.82852035,1,6,21.84784431,78.51844971,41.11934126,2.56977128
5.18177746,19.52764589,2.25126795,1,6,21.16269109,77.81978946,39.67528567,3.72775784
5.19509757,20.81693716,1.62753696,1,6,21.37653548,76.96767106,40.74077263,5.12406669
3.89389379,19.93651684,2.66377399,1,3,21.15813945,79.49936598,40.79108648,2.75706579
4.86311512,19.31262542,3.34832113,1,4,20.42887228,77.35268625,40.66965999,3.07104334
4.33386584,19.22971326,2.49317089,1,6,21.46805346,77.44512665,38.844649,4.77562195
3.55493494,18.54730351,4.42323843,1,6,20.5516105,76.97339526,39.44151334,4.85736237
3.58166489,19.30330913,2.44906629,1,3,19.72566847,78.8505508,38.50493601,4.52346692
2.95793725,19.97956725,2.89748854,1,3,22.8838473,78.76171995,37.50590981,3.86892769
3.63369276,19.90120737,4.02550374,1,3,21.48829182,78.27164555,40.29250147,5.36333571
2.91758282,19.6580559,4.5135961,1,4,21.78112899,78.72884792,39.94184443,4.72486236
3.59158668,18.77446646,1.68832839,1,4,21.58282846,78.71052857,40.55155233,3.96102475
3.39550504,20.68464809,2.00754143,1,4,21.18675563,80.34790033,39.02338454,5.31393031
5.69382869,18.41512988,1.46932485,1,6,20.17699298,76.24671972,40.87445255,4.02275819
3.57003296,19.97746051,2.41522772,1,3,22.16131095,78.12064744,40.52725498,2.9218381
2.93683087,19.87345362,2.5463415,1,5,20.32269306,77.06506958,40.51434249,4.00570878
5.06158919,20.03671688,4.72862525,1,5,21.57359055,78.54671577,38.06652525,3.6679635
2.97084044,19.32303418,1.64626141,1,3,22.51550438,78.89700814,40.00764086,3.86589636
2.19594879,19.25899043,3.51443429,1,6,20.96281046,78.93385389,41.31974915,4.7313595
5.09743482,19.54986266,2.68031757,1,6,22.05640305,80.13402645,41.62338176,4.95752111
4.82224943,22.38621817,1.50311508,1,5,21.23807246,76.52614194,38.82000213,2.29651216
4.26152058,20.43580451,3.86070915,1,6,21.4216571,78.28130948,40.24040777,4.67277129
3.73424593,19.00612545,1.32538386,1,5,22.01232199,79.62846772,39.40789265,2.37375281
3.97363869,20.12037844,2.25945993,1,4,21.6100511,78.68282831,40.26945286,1.16642075
3.38445219,18.73063447,3.21425352,1,6,19.75836626,76.0614147,42.2328257,4.34484209
4.87250254,21.98768862,0.70978326,1,5,19.95302717,80.26182837,40.73376673,2.26321124
1.85052679,21.43462525,2.92538528,1,3,20.54005299,77.95814107,37.97339604,3.73313964
5.20976186,19.78239295,3.39941481,1,4,21.6585491,77.68105151,40.18615419,4.41312095
3.46588682,19.57022171,1.35855113,1,5,20.67309815,77.262113,39.87707879,3.94016254
3.98784094,21.86316457,2.79267706,1,6,20.64491325,77.79605743,38.77719984,5.90132524
3.87494986,19.9793057,3.10667408,1,4,22.26433262,77.76921377,39.75411699,2.72324333
4.59509744,19.2464777,1.85913444,1,4,21.62235356,76.69667023,40.52984205,1.71796073
3.63789422,18.51275584,2.68835823,1,4,21.30034953,78.48652078,42.90386025,3.95539796
3.13225902,20.08906816,2.54700109,1,3,19.177773,77.28252805,39.79987548,3.6154686
4.25414733,22.03717562,0.71747583,1,4,20.94912238,77.65224748,40.43220462,4.47837132
4.60158546,21.56584281,3.27007319,1,3,19.62357555,75.14127518,40.43634513,4.83363596
2.87722686,18.76040906,1.9404385,1,5,20.76630464,78.20986333,40.00814582,4.85619158
3.02377777,21.46732466,2.54336586,1,6,19.50494091,77.46653455,39.54951289,6.92323783
5.33366651,19.2722068,2.53593692,1,3,20.39005658,76.49386007,40.50897526,5.09752864
4.53942502,21.17369163,2.71070959,1,5,21.94861038,78.15141827,40.24576265,3.87309366
3.84782319,17.5329558,2.9327217,1,5,22.0491441,78.56267219,39.46779905,3.74224545
4.64752786,19.6586116,3.4910112,1,3,21.04477273,78.44413723,40.5829178,2.21166884
3.7728874,21.0425513,3.79789043,1,6,20.91381229,78.91378537,38.56519257,4.69307368
2.31721416,19.66585693,4.21928856,1,6,20.00063432,79.41421065,41.11499269,3.59479025
4.62929882,19.99231964,2.74779564,1,5,20.20278656,78.04920917,40.34426116,4.34577262
3.34938748,19.40233751,2.70721617,1,4,21.78618409,77.62300938,40.04117645,5.82973424
3.3972005,19.05159148,1.48794693,1,3,19.9211653,78.33841936,39.37818455,5.56942317
5.45982234,19.90986251,2.80165642,1,6,20.88577753,77.07615503,41.4669908,2.64798454
6.26612238,19.45099003,2.35171224,1,4,21.53744985,77.82789418,39.99051869,4.33923973
4.15179045,20.62162924,2.47794671,1,4,20.97247243,77.42552915,39.40892563,3.26516336
4.47376566,22.08627523,2.35038879,1,5,20.87938217,79.78536915,40.6741244,2.87185866
4.0610958,20.20274173,4.66229826,1,3,21.97984284,78.58990531,39.10193061,3.99177863
2.01226006,18.9139684,3.24308013,1,5,20.03132251,79.15016462,39.80675004,4.68290452
7.94812712,19.19655619,2.02803465,1,4,23.12936115,77.55387317,41.2297279,5.63164398
4.40951974,20.8910744,2.71155982,1,5,19.36966577,78.4056269,40.58344574,2.74053089
5.09999295,19.19850501,0.63619306,1,6,21.04986388,76.63038482,38.76975425,6.64870708
3.3250893,19.64996761,3.81450649,1,6,20.55646666,77.74828265,39.0308478,14.72304246
3.89638561,21.29311688,1.51294484,1,4,21.6988359,79.86453921,39.48673975,13.50888198
4.04270232,20.97753416,3.68073777,1,5,20.72913902,77.52250256,41.31357682,13.47003728
3.80857523,20.0012271,3.767133,1,6,19.99121164,79.39024492,39.56392351,13.10122626
3.56850635,20.13052084,2.75388728,1,4,20.92732712,77.99826686,39.42872732,9.66726781
2.85696863,19.26981344,2.5536756,1,4,21.26529519,78.97081339,41.5850492,12.39848228
5.10837492,21.43193866,2.79148818,1,6,21.79030685,75.81119858,40.57659819,12.12059822
5.62690975,19.0955857,4.81066141,1,6,21.86777377,78.33029649,38.85901692,8.65671707
4.68053444,20.204487,3.9931722,1,3,19.66321345,79.33257691,38.07710861,12.01028021
4.48501025,19.23074803,3.85485783,1,6,20.57636656,79.18220797,38.85089624,12.86481162
3.86905928,21.6331131,2.98561077,1,5,21.35652608,76.96842479,38.54230118,13.2972344
2.87606004,20.00013977,1.72189503,1,3,23.72644446,78.01812663,41.73401366,11.59225047
2.87145861,18.3518502,1.51425271,1,3,21.76208281,77.59752851,41.44833723,10.09121086
4.77616,19.48824869,1.60413686,1,4,20.19096814,77.78166206,40.82187892,15.47911268
6.46925421,20.18927592,3.11028532,1,5,21.40932486,77.64398597,39.53185122,11.63795563
3.3254566,18.59393756,3.33431143,1,5,21.52584674,78.82818431,39.20658957,14.19723874
5.40402316,20.05571396,2.99590282,1,6,18.4568451,77.85707945,39.60929769,16.46124277
5.79947104,19.8311761,1.36333679,1,5,20.8922969,78.8203359,39.47689106,11.26858643
3.36999214,20.12156975,2.81671142,1,4,22.26703023,77.23408081,38.41206092,10.92010567
4.7337314,20.12422863,3.96361629,1,5,20.19745991,76.98937416,40.08395393,11.05237342
4.29325574,20.77211426,2.06436334,1,6,21.07366252,78.48172093,40.44970798,10.04448967
3.87574366,19.74588026,3.58508905,1,3,19.47022357,76.73545247,38.73328925,9.01771153
4.31430716,19.12758232,2.87980189,1,6,19.46565546,78.81034985,40.45107612,10.74828591
4.258101,19.25083026,2.83620954,1,6,21.11784958,77.92427308,38.99849549,7.77572146
4.56048151,19.25676457,2.37056909,1,3,20.00411826,78.8344651,39.37743852,2.79576393
2.54391254,21.50723338,5.9041212,1,3,21.53922361,78.93132033,38.55583815,4.21622187
2.87427313,19.88844697,3.12296875,1,5,20.59558938,77.45182014,40.50778227,2.84040428
3.81736294,19.83254906,2.93565318,1,3,22.48869654,78.86921814,40.21868034,3.25192332
5.53221461,19.03112977,1.09662468,1,3,23.68371626,80.09982503,41.12765009,3.63397675
4.40499278,17.66936703,3.66447474,1,4,20.64210953,77.39680898,41.39106728,4.58423617
5.18085366,20.50425632,2.97173982,1,6,20.14154059,78.52208446,39.34665999,1.7846918
5.06073772,18.65191259,1.66096011,1,5,21.13200166,78.29539709,41.68475707,3.53800648
4.51776826,20.93492008,2.93400055,1,3,21.09255677,77.59634277,37.81175434,4.1322656
5.00446757,19.42833842,3.06865783,1,6,21.3574425,77.71250101,40.0526342,3.71536082
2.58925429,18.49622262,0.65756787,1,3,20.90848229,77.44893626,39.89312361,5.10951508
4.03822493,19.61236253,3.38437675,1,6,20.50217983,78.63322818,41.31077063,4.24355617
3.72140478,20.53111715,4.76924029,1,3,19.52994965,78.46594635,40.11136,5.19285549
3.26298648,19.0503607,1.7286417,1,5,20.49101412,76.15477648,41.54196662,4.11965845
3.21701425,19.3406183,3.33325546,1,6,20.42515857,76.98622715,39.4398211,4.4887382
4.53341906,20.12944494,2.66968754,1,6,22.71738845,77.9717736,39.02301918,4.99248692
3.5068665,20.69213123,2.29383613,1,3,20.42462928,77.76590294,39.11510456,4.21817588
4.81646783,20.09456302,2.56382056,1,4,22.9510415,78.70828476,40.86999796,1.96762658
6.12251065,21.46300346,2.39459272,1,5,20.15721683,76.38413896,41.17870717,3.03484189
3.55156005,19.10130717,2.7133607,1,6,21.68883098,78.33971313,39.82729666,2.4146229
4.36050001,17.45950796,2.57801266,1,4,19.64549472,78.60765736,40.51429842,3.99061839
4.57566436,18.68128866,2.61781776,1,3,21.9625098,78.04112051,39.47602785,4.41703518
3.96766843,19.64740448,1.39767774,1,4,22.62692098,78.4529736,38.49839524,3.3524793
4.90500355,21.11786997,2.2209656,1,6,21.45320797,78.33213543,41.09895402,4.98434374
2.94562899,19.92012127,2.3023309,1,3,22.66242525,77.94394955,40.44158956,3.1408524
6.79262917,21.4795478,2.33267465,1,3,21.22886354,78.00447099,39.72847019,4.9934414
3.39080438,19.01540894,2.93953935,1,3,21.1531684,77.78455664,39.98827966,2.95219562
2.80450329,20.67854277,1.66989142,1,6,21.62532145,79.09092308,42.44689364,3.78961654
3.51999341,21.2031005,1.67391773,1,6,19.73991925,78.46307587,39.50262474,2.72441024
4.89062954,20.97415035,4.63125118,1,3,19.46784362,79.10273908,40.94265571,3.8544345
4.41127521,21.75840468,3.41656092,1,6,20.77290154,78.64590329,39.06701095,3.56376833
4.64598294,19.51867471,3.38589422,1,3,20.90340099,79.07359334,39.20138273,2.68430933
5.09719085,19.31706603,2.0296417,1,4,21.53200335,78.20620627,40.23390133,5.49511084
6.01836906,19.59098174,1.95888744,1,6,21.60391145,78.98891466,40.67209499,2.46300872
2.9628631,19.44310865,1.18231331,1,5,19.93262874,79.19198677,41.44489156,2.94320401
4.71505779,19.93952451,6.52486957,1,6,20.47082316,79.09502354,39.84268327,4.65953637
3.10397676,18.66849147,2.47571206,1,4,21.11425675,77.32356012,38.62920589,2.7962192
4.30342736,19.97357328,2.27489417,1,6,20.92012193,79.90833949,39.65181728,3.04168421
4.92478116,20.18796669,3.29978782,1,4,21.52304711,76.92282186,40.83976415,4.85940258
4.08656081,19.84039208,3.69930932,1,6,20.20883987,77.73599254,40.71189146,4.69982944
3.9291303,19.74307834,3.09127197,1,3,21.4331829,76.67095252,37.35705168,2.9903647
1.11002231,19.74695397,3.72602389,1,4,20.3432293,78.15968584,41.36623042,4.72500962
4.56040552,21.93094022,2.95121689,1,5,20.97429963,76.56289103,40.30512762,5.00710211
3.49344552,19.59719915,2.81484207,1,5,22.22880064,78.89966909,41.47814959,5.67375098
4.666138,20.38725834,3.00410497,1,5,20.26590794,77.94250317,37.61776873,4.68247592
3.80120028,20.51765717,2.35015391,1,3,21.31352928,77.72751279,41.48778906,10.05241539
3.59260091,18.99177856,1.69220125,1,5,20.0479349,78.97536352,40.64893167,11.35450093
4.52461214,20.25015521,2.57474927,1,6,20.11247267,79.06421593,40.97167059,10.19379664
3.96258559,20.45875218,3.13589365,1,5,20.05758495,78.80643372,41.42224023,13.14804306
4.93135842,20.04988429,1.16106579,1,6,21.34464478,76.77173662,38.61999193,14.35416259
5.0786337,19.62753712,3.24865874,1,5,20.16433107,79.19075406,41.18250543,13.90119445
4.12663247,18.71570055,2.96389067,1,6,20.37474182,77.97187093,39.69221109,11.02484804
5.1315768,21.52278742,0.54108773,1,6,21.20806451,78.79590099,41.9987372,10.05122906
3.67887426,18.88200354,2.8158973,1,4,22.87503589,77.68859222,38.93332875,10.31187139
2.27002878,17.29471217,2.82318666,1,3,22.97968768,78.63013082,40.45969726,11.88068923
2.81075226,20.71302126,3.9284411,1,4,21.75688002,78.72453373,39.97784131,11.40758945
3.20024614,19.65669335,2.76225048,1,4,20.32933826,77.71057667,40.3576649,8.08443057
5.11173986,20.04520243,3.20654704,1,4,20.36151307,76.86894418,39.72163255,14.00342945
4.68676289,20.66737657,2.8448852,1,3,19.76218458,80.11630841,39.09770422,13.05057563
4.43274799,18.85202865,3.79471201,1,6,22.14087357,78.46300297,41.45702952,14.08800498
2.40469253,19.90960355,2.4753336,1,4,20.09404049,76.20382828,39.61694328,10.1613963
3.63878494,18.50347375,2.30737792,1,5,19.80283865,76.49542407,39.8146439,13.07149896
5.20413571,20.65962684,1.72215633,1,3,21.73644463,77.707182,38.66028088,11.37933146
2.78284498,19.56301387,2.85539911,1,5,20.88614574,78.44464373,38.3140134,11.14706944
2.71380768,19.25392983,3.53937874,1,6,21.00712782,78.23637278,39.02623723,11.26545542
5.2109328,19.60195069,4.13930477,1,5,18.60341475,79.13955683,38.27658755,16.91837141
3.92340007,19.89090845,2.82540212,1,6,20.24354726,79.92669106,40.78463109,9.80481074
3.54743054,18.35224052,1.69976819,1,3,20.15892634,77.47787402,38.84662932,10.09904091
1.14589152,20.43415036,5.33786922,1,6,20.62205113,77.77446151,40.69248727,13.92211607
6.37577363,20.61059431,2.56753874,1,3,20.49908666,78.3844266,40.3954685,14.2012744
5.30384226,19.38873937,4.37308871,1,4,21.7280911,77.30410675,39.03155578,13.96246423
4.54725574,20.53359992,2.14066657,1,4,20.4989195,78.58289977,38.08539319,12.00155816
4.91307668,21.22849737,4.24664883,2,3,21.54688994,79.69475009,61.07688142,4.37487021
5.46268778,18.45909466,2.74728088,2,4,20.01227794,78.35765514,60.77467034,4.39430477
6.36147542,19.96950081,3.59080424,2,3,21.56781855,77.41252712,59.65869436,5.01854384
5.66909141,18.18459761,1.98264092,2,3,19.26996761,79.01829541,60.24153339,5.18089585
6.76866063,20.00797091,1.48749007,2,5,21.09775462,76.77851855,59.11849488,4.57152889
6.45038714,20.53022606,3.71141439,2,4,19.93458565,77.02943782,57.99565451,1.64560503
7.10678774,19.06529566,2.54680304,2,6,21.09157005,76.20956965,59.26452036,2.32971402
7.30640934,20.97381095,4.86684173,2,3,21.59938115,78.48740024,59.43090504,5.52013995
5.34949507,19.02077919,4.48191444,2,4,22.03446383,77.66820248,59.22975117,5.20008458
5.44846603,19.45445071,1.67227081,2,3,19.54606769,77.38412837,59.6753606,5.54830003
6.50023778,20.43335221,2.65904397,2,4,21.39842392,79.12483837,58.51868927,5.72250578
6.77707009,19.5330266,3.23061305,2,4,20.68798397,79.22006216,59.20864029,3.51517858
7.14172636,17.95326726,1.40726967,2,3,22.00561741,77.46656656,60.37636531,4.64369563
6.46683457,20.19860693,1.7587508,2,6,20.09689697,77.77028809,61.34267708,5.12946784
6.91105399,18.60040152,3.25163333,2,3,22.99836528,78.78880973,59.44114924,5.6050976
4.49595091,20.20396721,2.49929185,2,4,19.07004232,78.39142485,59.84378143,4.33578825
6.38753059,19.38997068,2.39701375,2,3,20.84318203,77.61474444,60.45790353,5.23137925
5.8030269,21.92903979,1.90018465,2,3,20.54724667,77.85447345,60.65899438,3.46031869
4.10095982,20.35246754,3.88267344,2,3,20.15283507,78.39458374,61.31406604,3.91193599
6.42630685,20.3342036,2.91956695,2,4,20.52848217,77.11112157,58.39138081,5.50385208
5.74658966,19.83306558,1.69723941,2,6,23.6385395,76.98718589,60.55485872,4.04473146
6.99789907,21.29049131,1.90431252,2,3,19.81197217,77.87847496,59.95716654,2.92647266
6.28168753,19.54536368,2.13113181,2,3,20.94402857,77.97001803,62.12768306,5.49255296
6.3065992,19.76136185,3.59668857,2,3,22.36183803,76.79407618,59.25503827,3.0927655
5.18218664,18.21775847,1.27029347,2,4,20.9522368,77.32670311,60.01060076,5.25166603
5.6950986,18.50017618,2.89445009,2,6,20.12143849,76.91171783,59.92912107,4.38024938
4.28029418,19.42707186,0.96488666,2,4,18.56103214,77.70710804,59.16598585,4.09195081
4.66185657,17.86867857,2.96146903,2,4,20.64125997,77.43636741,60.54740521,4.79067464
6.63896823,19.53775449,2.83153117,2,4,21.58605601,78.77475696,59.13958494,4.29444249
5.47156011,18.74087435,2.38045731,2,3,19.99489077,78.72866524,59.83303712,3.82254482
6.69279154,20.41193897,2.88428082,2,5,19.07526374,76.29689518,59.33620242,3.3327399
6.15347494,19.99112084,3.59233628,2,4,20.98498425,77.64429026,58.53234095,3.93068651
4.03143426,19.63776585,2.14514905,2,3,22.39439904,76.73715495,57.76831583,3.88145814
5.32729669,19.49370213,4.20089661,2,6,19.47218026,77.48973476,59.10165763,3.94954488
5.53810042,19.6863515,3.58069559,2,3,20.6833507,79.72718216,60.95528887,5.60314471
6.57874023,18.71859538,5.3643495,2,4,19.74489134,78.8396409,60.08738264,5.03053761
6.15816106,18.53640411,4.2249445,2,5,20.01275147,79.01239555,60.30537698,2.7961278
5.94033836,21.0397524,3.41293535,2,4,22.73136241,78.56549978,57.86425126,4.16516104
5.06173742,18.55656297,2.26006858,2,6,22.54021005,78.56153219,59.70919035,4.87437671
6.00637476,18.22637291,3.76166468,2,3,20.43947886,78.84417488,58.82963493,3.66088232
7.4167836,19.98356919,1.04354252,2,3,22.26861334,78.83064539,61.4075062,4.27434211
6.6324051,19.53703463,0.90825964,2,3,20.01498257,79.38310266,60.80817337,4.24758463
5.07327501,19.7306442,3.08714472,2,4,20.5077974,78.76615132,59.23718491,2.16237584
5.7346225,21.22460609,1.16800386,2,3,21.95511636,78.1474197,59.84609924,2.69617615
5.69746648,19.0459018,2.18176213,2,3,20.39828251,78.52431062,59.85556665,4.36553447
6.9731698,20.28022566,3.37697793,2,5,20.7610985,78.53874666,60.98100798,2.95533288
5.8633432,20.4188011,2.18977101,2,5,21.55674756,77.77045145,58.67718596,5.18297629
5.92588155,19.85702622,3.7192843,2,4,20.96562475,77.9996437,60.1203648,5.33703837
6.36122796,19.59032991,1.73158145,2,5,20.12436201,77.84007269,60.75748718,4.62212181
4.84847207,19.22547428,2.8910744,2,6,20.38707301,77.59110205,60.95573288,4.18025002
5.75926237,19.56332509,2.96519729,2,6,20.59950634,76.92336867,59.83041163,4.14999734
5.55782835,19.60159261,2.21916096,2,4,21.88274048,79.28072072,60.65200137,4.22269527
5.96867408,21.66452701,2.51081655,2,4,21.46037771,78.37560205,59.75010854,5.0948128
6.72277016,19.52244781,2.56205599,2,4,18.60128151,77.09305393,62.32461618,4.84235128
6.02783342,18.87170662,1.66837449,2,4,20.3843686,78.24292605,60.4664172,4.04742667
5.83299279,20.55808589,3.37413437,2,3,21.97160199,76.31257523,59.03280245,3.69675684
5.04576642,20.82406885,1.36848584,2,4,21.40008381,78.06739129,58.73484319,4.44968924
4.27530101,20.2806149,1.18234886,2,5,21.56302364,79.89510529,59.88586315,4.24953261
7.90795217,20.74670675,2.62533657,2,3,20.2630392,78.81729698,59.94679031,2.73417349
7.44808032,20.01602404,2.50811616,2,4,19.75478528,78.69139019,59.89592896,3.18441761
6.9750873,20.06232163,2.95082307,2,3,19.10403971,78.55471805,60.40089806,4.62838141
5.77222455,18.85302058,2.76541757,2,3,20.80185203,77.08635251,60.23124174,4.38164123
5.45385709,21.28512442,1.72228092,2,6,23.00023851,79.0836306,59.98830768,3.91797055
8.09944775,20.23172927,3.37254832,2,4,20.80558884,77.9801793,58.32348705,4.25960579
6.6141847,19.30067717,4.07007979,2,5,20.74811241,79.44891958,59.19794814,5.52038505
6.00481588,19.11479912,1.94507061,2,6,21.25168682,78.92536806,57.93269763,3.54048296
6.22959902,19.43615024,2.01155574,2,5,21.14486888,77.86104026,58.68109489,4.84823937
